withdrawal_id,customer_id,date_id,payment_method_id,gross_withdrawal_amount,fees,net_withdrawal,status,currency
4861,4858,20250627,4,39.32,0.63,38.69,Approved,AUD
4862,4860,20250917,3,87.8,0.62,87.18,Approved,NZD
4863,4860,20251006,6,218.9,1.15,217.75,Approved,NZD
4864,4861,20250918,6,1280.56,8.73,1271.83,Approved,EUR
4865,4862,20250916,3,74.16,0.9,73.26,Approved,NOK
4866,4862,20250923,4,104.09,0.81,103.28,Declined,NOK
4867,4862,20251031,2,6.19,0.32,5.87,Declined,NOK
4868,4865,20250923,1,7935.02,20.17,7914.85,Approved,AUD
4869,4865,20250304,5,4856.95,18.98,4837.97,Pending,AUD
4870,4865,20240822,6,12082.03,68.4,12013.63,Approved,AUD
4871,4865,20251013,2,3960.14,20.61,3939.53,Approved,AUD
4872,4867,20240721,2,42.0,0.62,41.38,Approved,EUR
4873,4867,20240904,4,70.82,0.71,70.11,Approved,EUR
4874,4867,20241222,5,15.32,0.35,14.97,Approved,EUR
4875,4867,20241014,5,28.57,0.69,27.88,Approved,EUR
4876,4867,20251008,5,6.56,0.37,6.19,Approved,EUR
4877,4867,20250323,6,47.99,0.88,47.11,Approved,EUR
4878,4869,20250430,4,88.05,0.85,87.2,Approved,MXN
4879,4869,20250118,4,131.52,0.91,130.61,Approved,MXN
4880,4874,20250802,1,45.03,0.69,44.34,Approved,EUR
4881,4879,20251017,4,3561.28,27.71,3533.57,Pending,SEK
4882,4879,20250513,6,1685.98,4.95,1681.03,Approved,SEK
4883,4880,20250409,6,251.38,2.0,249.38,Declined,AUD
4884,4881,20251005,6,853.65,2.51,851.14,Approved,NZD
4885,4883,20250517,3,186.34,1.33,185.01,Approved,EUR
4886,4885,20250912,2,5.98,0.6,5.38,Approved,NZD
4887,4885,20250929,6,6.92,0.65,6.27,Pending,NZD
4888,4885,20250920,6,6.83,0.32,6.51,Pending,NZD
4889,4885,20251005,1,10.58,0.42,10.16,Approved,NZD
4890,4890,20241205,6,7.71,0.65,7.06,Approved,CAD
4891,4890,20250324,6,33.22,0.61,32.61,Approved,CAD
4892,4891,20250312,1,38.9,0.79,38.11,Pending,NZD
4893,4891,20250118,2,22.82,0.41,22.41,Approved,NZD
4894,4891,20250507,4,14.09,0.44,13.65,Approved,NZD
4895,4891,20240512,4,10.12,0.32,9.8,Approved,NZD
4896,4891,20240422,5,73.11,0.9,72.21,Approved,NZD
4897,4892,20251009,6,83.73,0.92,82.81,Approved,BRL
4898,4893,20250909,3,1081.19,3.49,1077.7,Approved,EUR
4899,4893,20251021,2,171.48,1.19,170.29,Approved,EUR
4900,4898,20251021,1,844.51,4.45,840.06,Approved,ARS
4901,4899,20250726,6,246.49,1.85,244.64,Approved,EUR
4902,4900,20251007,1,51.32,0.68,50.64,Approved,GBP
4903,4900,20250515,6,69.09,0.77,68.32,Approved,GBP
4904,4903,20241001,5,99.06,0.81,98.25,Approved,EUR
4905,4904,20251004,6,72.04,0.69,71.35,Approved,COP
4906,4904,20250527,1,116.33,0.98,115.35,Approved,COP
4907,4904,20250924,5,101.16,0.91,100.25,Approved,COP
4908,4904,20250819,3,61.17,0.7,60.47,Approved,COP
4909,4904,20251011,4,77.23,0.61,76.62,Approved,COP
4910,4905,20250708,1,7996.06,47.57,7948.49,Approved,SEK
4911,4905,20250911,1,5438.36,21.15,5417.21,Pending,SEK
4912,4906,20251026,1,26.86,0.64,26.22,Approved,EUR
4913,4906,20251025,2,7.85,0.36,7.49,Approved,EUR
4914,4906,20251031,4,20.11,0.33,19.78,Approved,EUR
4915,4907,20250123,2,74.44,0.54,73.9,Approved,USD
4916,4909,20250717,3,174.72,1.19,173.53,Approved,EUR
4917,4910,20251016,3,706.34,3.32,703.02,Approved,NOK
4918,4912,20251029,2,150.91,1.38,149.53,Approved,BRL
4919,4912,20251025,3,35.68,0.39,35.29,Approved,BRL
4920,4914,20251002,1,177.94,0.72,177.22,Approved,BRL
4921,4916,20250329,2,310.26,2.09,308.17,Approved,CAD
4922,4916,20250612,3,163.74,1.27,162.47,Approved,CAD
4923,4917,20241218,1,482.83,2.47,480.36,Declined,EUR
4924,4918,20250628,1,67.88,0.58,67.3,Approved,AUD
4925,4918,20250521,2,104.5,0.8,103.7,Approved,AUD
4926,4920,20250122,5,73.2,0.98,72.22,Approved,EUR
4927,4920,20250519,3,520.9,4.16,516.74,Approved,EUR
4928,4920,20241108,5,185.24,1.07,184.17,Approved,EUR
4929,4920,20250807,6,60.22,0.76,59.46,Approved,EUR
4930,4920,20250620,5,163.3,1.2,162.1,Approved,EUR
4931,4921,20241230,1,55.46,0.45,55.01,Approved,NOK
4932,4924,20250421,3,1196.42,5.72,1190.7,Approved,CAD
4933,4925,20251026,1,8.58,0.32,8.26,Approved,DKK
4934,4925,20251005,3,49.31,0.82,48.49,Approved,DKK
4935,4926,20251006,6,39.91,0.83,39.08,Approved,USD
4936,4927,20250713,4,348.98,2.92,346.06,Approved,EUR
4937,4927,20250627,1,150.66,0.63,150.03,Declined,EUR
4938,4929,20241002,6,131.8,1.2,130.6,Approved,GBP
4939,4930,20240906,2,120.39,0.71,119.68,Approved,EUR
4940,4930,20240707,6,1919.43,7.79,1911.64,Approved,EUR
4941,4931,20250903,6,137.42,1.08,136.34,Approved,CAD
4942,4931,20250311,3,148.53,1.52,147.01,Approved,CAD
4943,4933,20240725,6,5.0,0.25,4.75,Approved,BRL
4944,4933,20240803,3,6.12,0.6,5.52,Approved,BRL
4945,4934,20250825,5,1215.63,4.08,1211.55,Approved,EUR
4946,4934,20250707,4,1230.85,5.35,1225.5,Approved,EUR
4947,4936,20250524,6,36.03,0.48,35.55,Approved,EUR
4948,4937,20250923,1,526.5,4.42,522.08,Approved,EUR
4949,4937,20250608,1,291.72,1.03,290.69,Approved,EUR
4950,4939,20241102,1,322.63,2.22,320.41,Approved,USD
4951,4939,20241031,6,2120.1,12.89,2107.21,Pending,USD
4952,4940,20250108,5,2308.61,5.15,2303.46,Approved,NOK
4953,4941,20250429,2,137.36,0.88,136.48,Approved,COP
4954,4941,20250423,5,43.96,0.85,43.11,Approved,COP
4955,4941,20250715,5,48.43,0.55,47.88,Approved,COP
4956,4942,20251023,6,97.85,0.59,97.26,Approved,EUR
4957,4942,20250804,5,100.17,0.84,99.33,Approved,EUR
4958,4943,20251022,1,197.58,1.92,195.66,Approved,BRL
4959,4945,20250821,6,25.89,0.29,25.6,Approved,EUR
4960,4945,20250808,3,74.16,0.41,73.75,Approved,EUR
4961,4945,20250713,4,132.28,0.84,131.44,Pending,EUR
4962,4946,20251027,3,25.0,0.64,24.36,Approved,COP
4963,4946,20251022,5,13.08,0.58,12.5,Approved,COP
4964,4946,20250709,3,5.0,0.53,4.47,Approved,COP
4965,4946,20251020,3,84.77,0.9,83.87,Declined,COP
4966,4946,20250822,6,27.1,0.64,26.46,Approved,COP
4967,4949,20251004,1,199.8,1.61,198.19,Approved,COP
4968,4949,20250921,2,646.05,2.49,643.56,Approved,COP
4969,4951,20250624,5,11.82,0.6,11.22,Pending,CAD
4970,4955,20250829,5,253.23,1.17,252.06,Approved,EUR
4971,4955,20250824,2,102.35,1.15,101.2,Approved,EUR
4972,4955,20251010,3,57.2,0.88,56.32,Approved,EUR
4973,4955,20250721,5,282.11,2.02,280.09,Pending,EUR
4974,4955,20250918,3,555.91,2.18,553.73,Approved,EUR
4975,4955,20251030,2,194.7,1.42,193.28,Approved,EUR
4976,4956,20250915,6,159.73,0.87,158.86,Approved,BRL
4977,4956,20250704,3,459.31,1.9,457.41,Approved,BRL
4978,4957,20250824,2,43.88,0.68,43.2,Approved,SEK
4979,4957,20251022,4,55.18,0.84,54.34,Approved,SEK
4980,4958,20250630,1,28.95,0.7,28.25,Approved,EUR
4981,4958,20251009,5,48.19,0.51,47.68,Approved,EUR
4982,4958,20250915,6,69.41,0.76,68.65,Approved,EUR
4983,4958,20250616,6,307.71,2.4,305.31,Declined,EUR
4984,4958,20250701,5,34.18,0.48,33.7,Approved,EUR
4985,4959,20250830,6,73.87,0.53,73.34,Approved,AUD
4986,4960,20251025,5,757.43,3.32,754.11,Approved,USD
4987,4961,20241027,3,58.73,0.75,57.98,Pending,MXN
4988,4961,20241108,5,92.22,0.77,91.45,Approved,MXN
4989,4962,20250910,4,161.17,1.14,160.03,Approved,ARS
4990,4962,20251014,1,111.43,1.09,110.34,Approved,ARS
4991,4963,20250729,6,207.51,0.72,206.79,Approved,EUR
4992,4964,20250801,6,7.62,0.26,7.36,Approved,GBP
4993,4964,20241025,4,5.0,0.58,4.42,Approved,GBP
4994,4964,20250502,6,5.0,0.36,4.64,Approved,GBP
4995,4964,20250606,6,5.0,0.27,4.73,Approved,GBP
4996,4964,20250912,6,5.69,0.35,5.34,Declined,GBP
4997,4964,20251028,3,5.0,0.24,4.76,Approved,GBP
4998,4965,20241102,6,69.88,0.61,69.27,Approved,MXN
4999,4969,20240525,4,111.5,0.92,110.58,Approved,EUR
5000,4969,20240606,6,20.86,0.64,20.22,Approved,EUR
5001,4970,20250923,6,47.24,0.71,46.53,Approved,NOK
5002,4970,20241225,2,73.74,0.83,72.91,Approved,NOK
5003,4970,20250704,3,5.0,0.52,4.48,Approved,NOK
5004,4970,20250609,6,9.33,0.46,8.87,Approved,NOK
5005,4970,20250612,6,93.11,1.06,92.05,Approved,NOK
5006,4972,20251026,6,1882.8,13.04,1869.76,Approved,USD
5007,4972,20251021,1,905.82,3.52,902.3,Approved,USD
5008,4973,20250131,6,153.65,0.85,152.8,Approved,COP
5009,4974,20250904,4,46.25,0.44,45.81,Approved,SEK
5010,4975,20250501,6,158.54,1.1,157.44,Approved,EUR
5011,4975,20250603,4,67.36,0.83,66.53,Approved,EUR
5012,4976,20251007,4,303.13,2.05,301.08,Declined,NOK
5013,4976,20250726,6,76.31,0.78,75.53,Approved,NOK
5014,4981,20240724,3,107.63,1.12,106.51,Approved,MXN
5015,4982,20250921,2,429.14,3.95,425.19,Approved,EUR
5016,4982,20251028,6,310.06,1.88,308.18,Declined,EUR
5017,4984,20250924,6,219.48,1.29,218.19,Approved,USD
5018,4984,20250802,1,225.14,1.18,223.96,Approved,USD
5019,4986,20251024,6,10.6,0.42,10.18,Approved,EUR
5020,4987,20250705,6,759.38,3.48,755.9,Approved,DKK
5021,4988,20251022,6,12.06,0.5,11.56,Approved,GBP
5022,4988,20250717,6,118.71,0.92,117.79,Approved,GBP
5023,4989,20250903,1,42.07,0.75,41.32,Approved,EUR
5024,4989,20250723,4,5.0,0.41,4.59,Approved,EUR
5025,4989,20250217,4,32.66,0.76,31.9,Approved,EUR
5026,4989,20241116,5,5.56,0.37,5.19,Pending,EUR
5027,4992,20250823,3,251.65,1.69,249.96,Approved,COP
5028,4992,20250619,5,106.13,0.8,105.33,Approved,COP
5029,4993,20250814,4,146.95,1.63,145.32,Pending,EUR
5030,4994,20251012,2,50.77,0.41,50.36,Approved,MXN
5031,4994,20250729,6,17.99,0.63,17.36,Approved,MXN
5032,4996,20241214,1,44.24,0.79,43.45,Approved,MXN
5033,4997,20250204,3,252.17,0.94,251.23,Approved,ARS
5034,4998,20251030,4,35.54,0.58,34.96,Approved,EUR
5035,4998,20251001,6,303.43,2.05,301.38,Approved,EUR
5036,5001,20250620,3,5.44,0.25,5.19,Approved,NZD
5037,5001,20250328,6,5.24,0.4,4.84,Approved,NZD
5038,5003,20250710,2,186.61,1.47,185.14,Approved,EUR
5039,5004,20251004,1,49.84,0.63,49.21,Pending,EUR
5040,5004,20250911,3,58.32,0.73,57.59,Approved,EUR
5041,5004,20251027,2,458.31,3.9,454.41,Approved,EUR
5042,5005,20250519,3,11.82,0.35,11.47,Pending,NOK
5043,5006,20251018,2,22.81,0.6,22.21,Approved,EUR
5044,5006,20251008,2,22.67,0.66,22.01,Declined,EUR
5045,5006,20251018,3,79.93,0.5,79.43,Approved,EUR
5046,5008,20250711,6,30.32,0.6,29.72,Approved,USD
5047,5008,20250614,6,17.46,0.42,17.04,Approved,USD
5048,5009,20240327,2,21.58,0.6,20.98,Approved,EUR
5049,5011,20250703,2,31.35,0.8,30.55,Approved,USD
5050,5013,20251014,6,81.66,1.16,80.5,Approved,GBP
5051,5013,20251010,2,84.12,0.59,83.53,Approved,GBP
5052,5013,20250908,4,111.19,1.15,110.04,Approved,GBP
5053,5014,20250616,4,553.63,4.61,549.02,Approved,SEK
5054,5016,20251002,3,5.0,0.31,4.69,Approved,AUD
5055,5016,20250723,2,24.78,0.63,24.15,Approved,AUD
5056,5017,20250812,6,188.64,1.77,186.87,Approved,NOK
5057,5020,20240812,1,313.97,1.67,312.3,Approved,AUD
5058,5022,20250731,6,6.83,0.62,6.21,Approved,BRL
5059,5022,20250530,1,166.05,1.5,164.55,Approved,BRL
5060,5026,20250130,1,11628.53,60.97,11567.56,Approved,COP
5061,5029,20240828,1,7.67,0.53,7.14,Approved,SEK
5062,5030,20250518,1,119.7,0.81,118.89,Approved,EUR
5063,5031,20251006,6,429.2,2.42,426.78,Approved,EUR
5064,5031,20250617,5,850.34,7.19,843.15,Approved,EUR
5065,5034,20250915,1,441.56,2.83,438.73,Approved,AUD
5066,5036,20250331,3,80.13,1.02,79.11,Approved,EUR
5067,5039,20240330,2,90.84,0.91,89.93,Approved,ARS
5068,5039,20240908,1,363.2,1.37,361.83,Approved,ARS
5069,5047,20250920,2,149.62,0.81,148.81,Approved,COP
5070,5047,20251011,4,139.85,0.77,139.08,Approved,COP
5071,5047,20250618,6,175.96,1.42,174.54,Approved,COP
5072,5048,20251028,2,14.76,0.34,14.42,Approved,EUR
5073,5049,20250226,1,268.5,2.25,266.25,Pending,EUR
5074,5050,20250807,4,97.81,0.41,97.4,Approved,EUR
5075,5050,20251021,6,377.34,1.39,375.95,Approved,EUR
5076,5050,20250401,4,157.34,1.37,155.97,Approved,EUR
5077,5054,20251030,4,54.03,0.52,53.51,Approved,EUR
5078,5054,20251014,3,17.76,0.55,17.21,Approved,EUR
5079,5055,20250705,5,21.9,0.55,21.35,Approved,EUR
5080,5055,20250818,6,19.83,0.64,19.19,Approved,EUR
5081,5058,20250318,4,2791.95,17.0,2774.95,Approved,CAD
5082,5059,20250816,2,19.84,0.38,19.46,Approved,NZD
5083,5059,20250708,2,5.0,0.25,4.75,Approved,NZD
5084,5060,20250827,5,138.75,1.18,137.57,Approved,EUR
5085,5065,20250930,3,103.37,0.86,102.51,Approved,EUR
5086,5065,20251025,1,82.03,0.48,81.55,Approved,EUR
5087,5065,20250622,3,63.66,0.6,63.06,Pending,EUR
5088,5065,20250522,6,29.15,0.39,28.76,Approved,EUR
5089,5066,20251026,6,38.03,0.54,37.49,Approved,ARS
5090,5066,20251024,2,20.51,0.46,20.05,Approved,ARS
5091,5066,20251031,6,42.87,0.83,42.04,Approved,ARS
5092,5066,20251018,1,13.98,0.52,13.46,Approved,ARS
5093,5066,20251025,2,17.08,0.32,16.76,Approved,ARS
5094,5066,20251020,2,31.49,0.81,30.68,Approved,ARS
5095,5070,20250503,6,8.72,0.5,8.22,Approved,EUR
5096,5070,20250922,1,11.33,0.42,10.91,Approved,EUR
5097,5070,20251008,2,5.0,0.58,4.42,Approved,EUR
5098,5070,20241023,3,22.24,0.32,21.92,Approved,EUR
5099,5070,20241102,6,21.49,0.43,21.06,Approved,EUR
5100,5070,20250703,3,28.51,0.68,27.83,Approved,EUR
5101,5071,20250605,6,5280.04,29.23,5250.81,Approved,CAD
5102,5071,20250926,2,1199.06,9.7,1189.36,Approved,CAD
5103,5072,20250605,2,89.19,0.62,88.57,Approved,EUR
5104,5076,20250404,3,8.26,0.35,7.91,Approved,EUR
5105,5079,20250929,6,1139.48,3.84,1135.64,Approved,EUR
5106,5081,20250402,3,569.38,4.28,565.1,Approved,EUR
5107,5082,20240807,2,118.82,0.98,117.84,Approved,USD
5108,5083,20250624,3,764.7,4.76,759.94,Approved,BRL
5109,5087,20250527,2,5.0,0.43,4.57,Approved,AUD
5110,5087,20250401,6,13.91,0.59,13.32,Approved,AUD
5111,5087,20250111,3,5.0,0.59,4.41,Approved,AUD
5112,5091,20251005,2,793.74,3.26,790.48,Approved,GBP
5113,5093,20250228,6,36.54,0.46,36.08,Approved,EUR
5114,5093,20251009,6,14.85,0.37,14.48,Approved,EUR
5115,5093,20250808,6,98.95,0.93,98.02,Approved,EUR
5116,5094,20250930,5,106.27,0.93,105.34,Approved,EUR
5117,5094,20250903,4,46.23,0.37,45.86,Approved,EUR
5118,5094,20250421,3,9.2,0.49,8.71,Approved,EUR
5119,5094,20250428,5,182.36,1.54,180.82,Approved,EUR
5120,5095,20241127,6,8.17,0.55,7.62,Approved,EUR
5121,5095,20250529,6,5.89,0.63,5.26,Approved,EUR
5122,5095,20251031,2,17.12,0.68,16.44,Approved,EUR
5123,5096,20251030,6,113.96,1.15,112.81,Approved,EUR
5124,5096,20250215,5,189.66,1.26,188.4,Approved,EUR
5125,5096,20250712,6,80.31,0.86,79.45,Approved,EUR
5126,5096,20250531,1,40.22,0.62,39.6,Approved,EUR
5127,5097,20250722,1,88.34,0.86,87.48,Approved,CAD
5128,5099,20251014,4,81.28,0.8,80.48,Approved,EUR
5129,5101,20251021,2,235.55,1.97,233.58,Approved,DKK
5130,5103,20250612,4,160.4,1.71,158.69,Pending,EUR
5131,5103,20250607,1,136.35,1.23,135.12,Approved,EUR
5132,5103,20250919,2,192.32,0.72,191.6,Pending,EUR
5133,5104,20250703,2,156.1,0.96,155.14,Pending,BRL
5134,5104,20250823,6,327.24,1.48,325.76,Pending,BRL
5135,5105,20251016,2,81.19,0.84,80.35,Approved,GBP
5136,5108,20250802,5,26.47,0.56,25.91,Approved,NOK
5137,5109,20250430,2,10.47,0.33,10.14,Approved,EUR
5138,5109,20250505,1,71.12,0.5,70.62,Pending,EUR
5139,5111,20250619,4,241.82,1.81,240.01,Approved,EUR
5140,5112,20250825,5,1985.21,13.01,1972.2,Pending,EUR
5141,5114,20250705,6,53.23,0.72,52.51,Approved,NOK
5142,5114,20251013,6,133.9,0.77,133.13,Approved,NOK
5143,5116,20241211,1,404.16,2.25,401.91,Approved,GBP
5144,5118,20250628,1,33.49,0.53,32.96,Approved,USD
5145,5118,20250113,1,77.11,1.2,75.91,Pending,USD
5146,5118,20240914,5,8.05,0.58,7.47,Approved,USD
5147,5118,20250804,3,17.02,0.49,16.53,Approved,USD
5148,5120,20251029,3,52.33,0.41,51.92,Approved,BRL
5149,5120,20251020,3,5.0,0.62,4.38,Approved,BRL
5150,5120,20251031,6,16.28,0.63,15.65,Approved,BRL
5151,5121,20251010,2,6.48,0.46,6.02,Approved,EUR
5152,5121,20251030,1,23.11,0.4,22.71,Approved,EUR
5153,5124,20241112,4,113.11,1.09,112.02,Approved,SEK
5154,5125,20250227,4,67.9,0.6,67.3,Approved,EUR
5155,5126,20250825,5,259.75,1.03,258.72,Approved,CAD
5156,5128,20250128,3,799.57,2.56,797.01,Pending,COP
5157,5128,20250911,3,768.02,3.14,764.88,Pending,COP
5158,5128,20250204,4,1786.61,6.38,1780.23,Approved,COP
5159,5128,20251006,4,1202.58,8.69,1193.89,Approved,COP
5160,5132,20240910,5,112.35,1.06,111.29,Pending,EUR
5161,5133,20250927,1,5.0,0.31,4.69,Approved,COP
5162,5133,20250629,3,25.71,0.56,25.15,Approved,COP
5163,5133,20250810,5,5.0,0.26,4.74,Approved,COP
5164,5135,20241214,2,49.15,0.54,48.61,Approved,ARS
5165,5135,20250819,4,61.83,0.71,61.12,Approved,ARS
5166,5138,20240922,4,612.6,3.63,608.97,Approved,DKK
5167,5142,20251012,6,73.13,0.93,72.2,Approved,EUR
5168,5143,20250829,1,2424.51,9.88,2414.63,Pending,CAD
5169,5143,20250805,1,466.89,1.66,465.23,Approved,CAD
5170,5146,20241109,6,46.69,0.78,45.91,Pending,EUR
5171,5147,20251029,6,153.72,0.66,153.06,Approved,EUR
5172,5148,20250914,6,219.28,1.15,218.13,Approved,MXN
5173,5148,20250830,5,185.01,1.0,184.01,Approved,MXN
5174,5148,20250724,6,143.81,1.48,142.33,Approved,MXN
5175,5148,20251024,6,95.67,1.07,94.6,Approved,MXN
5176,5148,20250920,5,30.54,0.6,29.94,Pending,MXN
5177,5149,20250102,4,234.21,1.15,233.06,Approved,SEK
5178,5151,20250702,4,30.13,0.33,29.8,Approved,COP
5179,5151,20251015,3,32.07,0.68,31.39,Approved,COP
5180,5151,20251030,4,33.66,0.42,33.24,Approved,COP
5181,5151,20250606,6,5.44,0.29,5.15,Approved,COP
5182,5151,20251001,2,6.87,0.52,6.35,Approved,COP
5183,5151,20251026,6,14.26,0.53,13.73,Approved,COP
5184,5151,20250819,1,16.84,0.6,16.24,Approved,COP
5185,5151,20251026,2,6.24,0.53,5.71,Declined,COP
5186,5151,20250612,2,17.86,0.37,17.49,Approved,COP
5187,5153,20241206,6,40.48,0.56,39.92,Declined,SEK
5188,5153,20250821,3,14.97,0.28,14.69,Approved,SEK
5189,5154,20250807,4,706.6,4.91,701.69,Approved,EUR
5190,5155,20250804,2,127.17,0.98,126.19,Approved,EUR
5191,5156,20251001,4,70.82,0.81,70.01,Approved,NZD
5192,5156,20251011,6,7.26,0.3,6.96,Approved,NZD
5193,5156,20250914,3,28.33,0.34,27.99,Approved,NZD
5194,5156,20251010,6,24.96,0.64,24.32,Approved,NZD
5195,5156,20250427,2,24.93,0.65,24.28,Pending,NZD
5196,5156,20250404,2,32.64,0.74,31.9,Approved,NZD
5197,5157,20250501,4,19.39,0.37,19.02,Approved,BRL
5198,5159,20250415,1,3480.68,8.88,3471.8,Approved,ARS
5199,5161,20250129,2,288.6,1.73,286.87,Approved,GBP
5200,5162,20240707,6,866.34,4.68,861.66,Approved,EUR
5201,5162,20250303,4,1140.87,7.33,1133.54,Pending,EUR
5202,5164,20250616,6,23.57,0.64,22.93,Declined,SEK
5203,5167,20250805,6,4823.85,23.51,4800.34,Pending,EUR
5204,5168,20250926,2,108.9,1.25,107.65,Approved,EUR
5205,5168,20250828,1,131.34,1.25,130.09,Approved,EUR
5206,5169,20250702,4,7.51,0.49,7.02,Approved,EUR
5207,5169,20241009,4,5.74,0.45,5.29,Approved,EUR
5208,5169,20240821,1,5.0,0.35,4.65,Approved,EUR
5209,5170,20240608,6,313.33,2.5,310.83,Pending,NZD
5210,5170,20250512,3,86.46,1.15,85.31,Approved,NZD
5211,5172,20241119,1,631.19,3.33,627.86,Declined,CAD
5212,5173,20250703,3,7.57,0.57,7.0,Approved,MXN
5213,5173,20250715,5,12.58,0.39,12.19,Approved,MXN
5214,5174,20250113,6,61.01,0.69,60.32,Pending,EUR
5215,5177,20250723,6,13.53,0.58,12.95,Approved,BRL
5216,5177,20250809,6,9.52,0.6,8.92,Approved,BRL
5217,5177,20250810,6,42.59,0.6,41.99,Approved,BRL
5218,5177,20250720,1,19.07,0.53,18.54,Approved,BRL
5219,5179,20250925,3,693.41,4.16,689.25,Approved,CAD
5220,5180,20240831,3,5.0,0.59,4.41,Approved,EUR
5221,5180,20251003,3,84.74,0.85,83.89,Approved,EUR
5222,5180,20250407,3,440.56,1.87,438.69,Approved,EUR
5223,5180,20250407,4,73.24,0.68,72.56,Approved,EUR
5224,5180,20250114,1,20.8,0.56,20.24,Approved,EUR
5225,5183,20250810,3,72.73,0.9,71.83,Approved,EUR
5226,5186,20250628,6,5.0,0.34,4.66,Approved,SEK
5227,5186,20250607,6,15.09,0.55,14.54,Approved,SEK
5228,5187,20251021,1,35.86,0.45,35.41,Approved,ARS
5229,5187,20250904,3,14.06,0.44,13.62,Pending,ARS
5230,5187,20250816,4,21.38,0.68,20.7,Approved,ARS
5231,5188,20250401,2,63.21,0.66,62.55,Approved,NOK
5232,5188,20250410,3,79.88,0.5,79.38,Approved,NOK
5233,5192,20250302,1,5.0,0.56,4.44,Approved,EUR
5234,5192,20250329,6,6.51,0.4,6.11,Approved,EUR
5235,5192,20250603,4,5.0,0.24,4.76,Approved,EUR
5236,5195,20250808,2,1431.1,10.39,1420.71,Approved,COP
5237,5196,20250607,2,154.5,1.09,153.41,Approved,USD
5238,5198,20250924,6,140.92,1.22,139.7,Approved,USD
5239,5198,20250617,5,68.31,0.88,67.43,Approved,USD
5240,5198,20250617,1,21.62,0.56,21.06,Approved,USD
5241,5198,20251026,2,19.48,0.43,19.05,Approved,USD
5242,5198,20250707,6,128.32,0.98,127.34,Approved,USD
5243,5198,20250704,4,18.71,0.63,18.08,Approved,USD
5244,5199,20251011,1,26.21,0.4,25.81,Approved,ARS
5245,5200,20251024,6,120.14,1.25,118.89,Approved,EUR
5246,5200,20250909,3,96.39,0.57,95.82,Approved,EUR
5247,5201,20240527,1,516.16,2.41,513.75,Approved,AUD
5248,5202,20251013,2,8.47,0.47,8.0,Approved,BRL
5249,5210,20250302,2,17.52,0.61,16.91,Approved,BRL
5250,5210,20250723,4,18.99,0.55,18.44,Approved,BRL
5251,5210,20250413,6,6.16,0.53,5.63,Approved,BRL
5252,5210,20250728,5,16.43,0.59,15.84,Approved,BRL
5253,5210,20250919,2,5.0,0.56,4.44,Approved,BRL
5254,5211,20251013,6,388.25,1.56,386.69,Approved,MXN
5255,5215,20250719,1,370.23,2.83,367.4,Approved,CAD
5256,5216,20251018,6,21.61,0.37,21.24,Approved,EUR
5257,5216,20251017,4,54.7,0.68,54.02,Approved,EUR
5258,5217,20241123,4,680.29,2.54,677.75,Approved,USD
5259,5218,20250702,6,346.74,1.44,345.3,Approved,BRL
5260,5221,20251011,6,106.43,1.14,105.29,Pending,EUR
5261,5223,20250701,2,139.92,0.86,139.06,Approved,EUR
5262,5223,20251029,6,618.22,3.96,614.26,Approved,EUR
5263,5224,20240301,4,107.1,1.19,105.91,Approved,NOK
5264,5224,20240328,5,67.37,0.73,66.64,Approved,NOK
5265,5225,20250501,3,367.4,2.34,365.06,Approved,EUR
5266,5227,20250918,6,13.97,0.48,13.49,Approved,EUR
5267,5227,20251010,2,25.27,0.57,24.7,Approved,EUR
5268,5228,20250929,6,84.17,0.99,83.18,Approved,NZD
5269,5230,20250513,5,461.82,1.62,460.2,Approved,GBP
5270,5233,20251018,6,163.39,1.53,161.86,Approved,BRL
5271,5235,20250731,4,109.97,0.79,109.18,Approved,BRL
5272,5235,20250629,6,225.78,1.87,223.91,Pending,BRL
5273,5236,20250504,4,55.18,0.78,54.4,Approved,EUR
5274,5237,20251019,1,363.76,1.74,362.02,Approved,GBP
5275,5237,20250315,1,569.32,4.76,564.56,Approved,GBP
5276,5239,20250811,6,31.62,0.5,31.12,Approved,EUR
5277,5239,20251018,6,133.56,1.1,132.46,Approved,EUR
5278,5240,20251011,2,141.96,1.44,140.52,Approved,COP
5279,5242,20251015,2,1248.25,8.91,1239.34,Approved,EUR
5280,5243,20251024,5,15.27,0.38,14.89,Pending,EUR
5281,5243,20250605,3,5.0,0.22,4.78,Approved,EUR
5282,5244,20241002,1,363.52,1.79,361.73,Declined,MXN
5283,5249,20240820,6,16.61,0.52,16.09,Approved,MXN
5284,5249,20250425,6,42.24,0.54,41.7,Approved,MXN
5285,5249,20250603,2,5.08,0.36,4.72,Approved,MXN
5286,5251,20250717,6,187.6,1.24,186.36,Approved,NZD
5287,5254,20250823,6,22.26,0.32,21.94,Approved,EUR
5288,5255,20251020,5,15.64,0.43,15.21,Approved,EUR
5289,5256,20250416,1,3423.07,16.87,3406.2,Approved,DKK
5290,5259,20250417,4,79.08,0.52,78.56,Approved,DKK
5291,5261,20251029,3,672.11,3.38,668.73,Approved,USD
5292,5265,20250626,6,137.78,1.14,136.64,Approved,EUR
5293,5266,20250923,6,224.75,2.01,222.74,Approved,EUR
5294,5268,20250817,5,91.69,1.19,90.5,Approved,USD
5295,5270,20251005,6,5.0,0.56,4.44,Pending,EUR
