purchase_id,user_id,purchase_date_id,purchase_amount,currency,payment_method,purchase_status,bonus_granted_amount,is_first_deposit_flag
P00013382,U0002807,20240612,10.19,GBP,E-Wallet,Completed,0.0,0
P00000749,U0002809,20190304,19.94,EUR,E-Wallet,Completed,7.03,1
P00004870,U0002809,20210403,32.89,GBP,Card,Completed,15.31,0
P00003229,U0002809,20210602,9.23,EUR,Card,Completed,0.0,0
P00001724,U0002809,20211204,93.85,USD,Card,Completed,0.0,0
P00007004,U0002809,20220304,47.77,USD,Card,Pending,7.8,0
P00002261,U0002809,20220701,54.01,GBP,E-Wallet,Completed,0.0,0
P00017104,U0002809,20220926,21.44,USD,Card,Completed,0.0,0
P00011126,U0002809,20241223,50.8,GBP,Bank Transfer,Completed,22.65,0
P00000678,U0002810,20210205,31.55,USD,Card,Completed,6.59,1
P00017325,U0002810,20210316,48.71,EUR,E-Wallet,Completed,0.0,0
P00007085,U0002810,20210319,20.39,EUR,Bank Transfer,Completed,0.0,0
P00004809,U0002810,20211115,99.54,GBP,Crypto,Completed,0.0,0
P00017873,U0002810,20220609,21.26,EUR,Card,Completed,3.7,0
P00009294,U0002810,20240728,10.0,GBP,Card,Completed,2.24,0
P00007672,U0002811,20190514,9.25,GBP,Bank Transfer,Completed,0.0,1
P00010463,U0002811,20200825,49.87,USD,E-Wallet,Completed,14.05,0
P00004327,U0002811,20210105,9.31,USD,E-Wallet,Completed,0.0,0
P00003812,U0002811,20210412,30.62,USD,Bank Transfer,Completed,8.93,0
P00011091,U0002811,20220113,10.36,USD,Crypto,Completed,0.0,0
P00012251,U0002811,20230614,93.36,EUR,Crypto,Completed,0.0,0
P00003814,U0002811,20240721,18.35,USD,Bank Transfer,Completed,0.0,0
P00015750,U0002811,20241204,45.14,USD,Card,Completed,20.59,0
P00013705,U0002811,20250630,9.86,USD,Card,Completed,0.0,0
P00000926,U0002812,20200407,98.17,USD,Crypto,Completed,0.0,1
P00003366,U0002812,20210402,9.58,GBP,E-Wallet,Completed,0.0,0
P00000334,U0002812,20230408,45.94,USD,Card,Completed,0.0,0
P00013168,U0002813,20210425,20.61,EUR,Crypto,Completed,0.0,1
P00017653,U0002813,20230517,186.46,EUR,Card,Completed,19.2,0
P00016086,U0002813,20240211,9.88,GBP,E-Wallet,Completed,0.0,0
P00009175,U0002813,20240718,48.44,EUR,Card,Completed,0.0,0
P00014470,U0002814,20240304,20.5,USD,Card,Completed,0.0,1
P00003774,U0002814,20241015,9.12,GBP,Crypto,Completed,3.67,0
P00001085,U0002815,20240119,96.67,GBP,Card,Completed,15.16,1
P00003566,U0002815,20250728,195.58,GBP,E-Wallet,Completed,39.96,0
P00005733,U0002815,20251018,19.5,GBP,Card,Completed,3.06,0
P00000186,U0002815,20251025,48.38,USD,Bank Transfer,Completed,7.48,0
P00008111,U0002816,20210413,10.55,USD,Card,Completed,0.0,1
P00016449,U0002816,20220317,32.53,USD,Crypto,Completed,5.9,0
P00008917,U0002816,20251030,10.48,USD,Card,Completed,0.0,0
P00011933,U0002816,20251230,32.19,GBP,Card,Completed,0.0,0
P00000682,U0002817,20231025,32.13,GBP,Crypto,Completed,0.0,1
P00013253,U0002817,20240119,18.43,USD,Bank Transfer,Completed,0.0,0
P00003153,U0002818,20220214,31.68,GBP,Bank Transfer,Completed,0.0,1
P00010700,U0002818,20220805,101.01,EUR,Crypto,Completed,0.0,0
P00014044,U0002818,20221106,28.34,USD,Crypto,Completed,9.16,0
P00003227,U0002818,20250405,54.56,EUR,E-Wallet,Completed,0.0,0
P00006150,U0002818,20250516,19.71,USD,Card,Completed,0.0,0
P00001037,U0002819,20250703,18.93,EUR,Crypto,Completed,7.83,1
P00016856,U0002819,20251108,29.51,EUR,E-Wallet,Completed,0.0,0
P00014665,U0002820,20190305,10.3,GBP,Card,Failed,4.12,1
P00006175,U0002820,20191005,21.01,GBP,E-Wallet,Completed,0.0,0
P00008905,U0002820,20231220,20.35,GBP,Card,Completed,0.0,0
P00004884,U0002820,20250224,52.86,EUR,Bank Transfer,Completed,0.0,0
P00002538,U0002822,20210112,9.92,USD,Card,Completed,1.46,1
P00007484,U0002822,20250609,9.9,GBP,E-Wallet,Completed,0.0,0
P00016066,U0002823,20230125,20.67,EUR,Bank Transfer,Completed,0.0,1
P00016043,U0002823,20230308,98.33,EUR,Bank Transfer,Completed,0.0,0
P00012195,U0002823,20240619,27.61,USD,E-Wallet,Completed,3.9,0
P00004111,U0002823,20250528,102.75,GBP,Crypto,Completed,0.0,0
P00012291,U0002824,20190131,46.23,EUR,E-Wallet,Completed,0.0,1
P00003138,U0002824,20210511,18.81,USD,Bank Transfer,Completed,0.0,0
P00017473,U0002824,20240419,47.47,GBP,E-Wallet,Completed,0.0,0
P00005313,U0002824,20240922,20.41,EUR,Bank Transfer,Completed,0.0,0
P00010981,U0002824,20250105,107.22,GBP,Crypto,Completed,16.32,0
P00005068,U0002824,20250612,20.24,EUR,Card,Completed,0.0,0
P00001388,U0002825,20200506,109.27,USD,Bank Transfer,Completed,0.0,1
P00010920,U0002825,20200628,19.12,USD,Bank Transfer,Completed,0.0,0
P00000073,U0002825,20230310,49.64,EUR,E-Wallet,Completed,0.0,0
P00009819,U0002826,20190402,30.99,USD,Bank Transfer,Completed,14.7,1
P00003342,U0002826,20190528,52.24,GBP,Crypto,Completed,0.0,0
P00013851,U0002826,20210303,10.28,USD,Crypto,Completed,0.0,0
P00012351,U0002826,20250516,53.36,EUR,Card,Completed,0.0,0
P00001576,U0002827,20201103,9.57,EUR,E-Wallet,Completed,3.91,1
P00012948,U0002827,20201126,21.94,USD,Bank Transfer,Completed,9.42,0
P00004516,U0002827,20220730,9.02,USD,Crypto,Failed,3.42,0
P00015617,U0002827,20250212,31.01,EUR,Bank Transfer,Completed,0.0,0
P00006731,U0002828,20190413,53.72,EUR,Crypto,Completed,21.56,1
P00009836,U0002828,20200310,21.32,USD,Bank Transfer,Pending,0.0,0
P00016323,U0002828,20211201,50.96,EUR,Bank Transfer,Completed,19.49,0
P00017436,U0002828,20220223,10.29,EUR,E-Wallet,Completed,0.0,0
P00006664,U0002829,20191207,21.8,EUR,Crypto,Completed,0.0,1
P00005030,U0002829,20200707,199.69,GBP,Crypto,Completed,0.0,0
P00009159,U0002829,20210813,53.9,EUR,E-Wallet,Completed,0.0,0
P00002864,U0002829,20220307,29.16,GBP,Bank Transfer,Completed,0.0,0
P00002245,U0002829,20221127,9.87,EUR,Card,Failed,0.0,0
P00007143,U0002829,20230304,21.28,EUR,Bank Transfer,Completed,0.0,0
P00009719,U0002829,20240909,9.44,USD,E-Wallet,Completed,0.0,0
P00011815,U0002830,20200519,10.42,EUR,Bank Transfer,Completed,0.0,1
P00014144,U0002830,20210922,94.02,GBP,E-Wallet,Completed,27.62,0
P00008310,U0002830,20211009,19.42,EUR,E-Wallet,Completed,7.83,0
P00002940,U0002831,20190206,98.87,GBP,Bank Transfer,Completed,0.0,1
P00010060,U0002831,20241213,31.65,GBP,Card,Completed,0.0,0
P00016558,U0002832,20190120,98.28,GBP,Crypto,Completed,21.34,1
P00009755,U0002832,20210419,104.97,GBP,Crypto,Completed,12.01,0
P00000951,U0002832,20210501,51.42,USD,Card,Completed,0.0,0
P00003212,U0002832,20220913,18.01,EUR,Bank Transfer,Completed,5.95,0
P00005271,U0002832,20250411,20.77,GBP,Card,Completed,6.88,0
P00001387,U0002833,20200525,47.69,USD,Card,Completed,0.0,1
P00005742,U0002833,20220315,47.9,USD,Crypto,Completed,21.06,0
P00007522,U0002833,20230531,46.54,EUR,E-Wallet,Completed,12.9,0
P00003372,U0002833,20230904,9.42,EUR,Card,Completed,0.0,0
P00001129,U0002833,20230922,18.98,EUR,E-Wallet,Completed,0.0,0
P00014512,U0002833,20240809,9.86,USD,Crypto,Completed,0.0,0
P00010801,U0002834,20220524,51.88,GBP,Crypto,Completed,0.0,1
P00016099,U0002834,20220602,18.16,EUR,Bank Transfer,Completed,0.0,0
P00017298,U0002834,20240316,9.39,USD,Card,Completed,0.0,0
P00004810,U0002835,20220111,214.48,USD,Crypto,Completed,0.0,1
P00010447,U0002836,20211013,51.16,GBP,Card,Pending,12.97,1
P00011828,U0002836,20230211,29.16,EUR,Card,Completed,10.15,0
P00012593,U0002836,20240201,49.08,GBP,Card,Completed,9.85,0
P00017894,U0002836,20240424,32.7,EUR,Crypto,Completed,8.97,0
P00007366,U0002837,20210529,10.78,USD,E-Wallet,Completed,0.0,1
P00012695,U0002837,20210908,31.86,USD,Bank Transfer,Pending,0.0,0
P00013955,U0002837,20220319,21.76,GBP,Bank Transfer,Completed,6.26,0
P00009393,U0002837,20230814,10.26,EUR,Crypto,Completed,4.5,0
P00014580,U0002838,20210611,9.99,EUR,E-Wallet,Completed,0.0,1
P00003599,U0002838,20210621,18.96,EUR,Card,Completed,0.0,0
P00000636,U0002838,20210627,95.57,GBP,Crypto,Failed,0.0,0
P00005523,U0002838,20220520,9.72,USD,Crypto,Completed,0.0,0
P00006968,U0002838,20240711,97.47,EUR,E-Wallet,Completed,0.0,0
P00006932,U0002838,20241223,9.84,EUR,Crypto,Completed,3.35,0
P00005617,U0002839,20200806,19.84,GBP,Crypto,Completed,0.0,1
P00015669,U0002839,20201206,52.81,USD,Bank Transfer,Completed,0.0,0
P00012581,U0002839,20210610,21.89,USD,Crypto,Completed,7.58,0
P00009950,U0002839,20211228,9.98,EUR,Card,Completed,0.0,0
P00011489,U0002839,20220120,27.93,USD,Bank Transfer,Completed,5.99,0
P00009737,U0002839,20230304,10.71,GBP,Card,Completed,0.0,0
P00000611,U0002839,20240823,9.85,GBP,Bank Transfer,Completed,1.85,0
P00017177,U0002839,20241020,18.67,USD,Bank Transfer,Completed,2.86,0
P00000687,U0002840,20190701,9.05,EUR,Bank Transfer,Completed,0.0,1
P00003883,U0002840,20190711,9.37,EUR,Bank Transfer,Completed,0.0,0
P00011635,U0002841,20200502,31.82,USD,Card,Completed,0.0,1
P00002960,U0002841,20201211,10.23,EUR,Crypto,Completed,3.04,0
P00012216,U0002841,20230507,18.59,USD,Card,Completed,0.0,0
P00014255,U0002841,20240326,19.84,USD,Crypto,Completed,6.27,0
P00006387,U0002842,20190425,10.91,USD,E-Wallet,Completed,0.0,1
P00008728,U0002842,20201122,19.85,EUR,E-Wallet,Completed,9.23,0
P00009459,U0002842,20230114,30.31,GBP,E-Wallet,Completed,0.0,0
P00005390,U0002842,20240426,18.72,EUR,Bank Transfer,Completed,7.41,0
P00001192,U0002842,20241001,51.15,EUR,Card,Completed,0.0,0
P00004940,U0002842,20250907,9.53,EUR,E-Wallet,Completed,0.0,0
P00010509,U0002843,20190923,92.78,EUR,Crypto,Pending,0.0,1
P00001020,U0002843,20220301,194.12,GBP,E-Wallet,Completed,0.0,0
P00000850,U0002843,20230122,48.57,GBP,Crypto,Completed,20.32,0
P00000189,U0002843,20230813,9.86,EUR,Bank Transfer,Pending,0.0,0
P00007959,U0002843,20240729,20.87,GBP,E-Wallet,Completed,0.0,0
P00006141,U0002844,20200125,19.44,USD,Crypto,Completed,2.78,1
P00015232,U0002844,20240831,20.73,USD,Crypto,Completed,3.13,0
P00007796,U0002844,20251011,21.52,USD,Crypto,Completed,3.38,0
P00014598,U0002845,20200401,92.08,GBP,Card,Pending,32.85,1
P00015610,U0002845,20220511,10.4,GBP,E-Wallet,Completed,0.0,0
P00002369,U0002845,20221025,20.13,EUR,Crypto,Completed,0.0,0
P00002764,U0002845,20250328,10.44,EUR,Bank Transfer,Completed,1.86,0
P00007813,U0002845,20250613,19.38,USD,Crypto,Completed,0.0,0
P00001422,U0002846,20200911,102.9,GBP,Card,Completed,49.2,1
P00016359,U0002846,20211229,27.69,EUR,Card,Completed,8.17,0
P00007605,U0002846,20241027,9.92,EUR,Bank Transfer,Failed,4.76,0
P00012789,U0002846,20250919,20.57,GBP,E-Wallet,Completed,0.0,0
P00001104,U0002846,20250922,27.2,GBP,Card,Completed,7.07,0
P00006651,U0002847,20190213,92.67,EUR,Crypto,Completed,27.97,1
P00013301,U0002847,20210324,21.17,USD,Bank Transfer,Completed,6.95,0
P00013430,U0002847,20230122,45.03,USD,E-Wallet,Failed,0.0,0
P00001443,U0002848,20190309,10.79,EUR,Crypto,Completed,0.0,1
P00009437,U0002848,20201017,27.11,EUR,Bank Transfer,Completed,8.57,0
P00013971,U0002848,20210528,31.9,EUR,Bank Transfer,Completed,11.09,0
P00013081,U0002848,20220731,18.09,GBP,Card,Completed,0.0,0
P00015131,U0002848,20240613,21.06,GBP,Bank Transfer,Completed,0.0,0
P00002481,U0002849,20190512,9.15,EUR,Crypto,Completed,0.0,1
P00017367,U0002849,20190719,20.73,EUR,Crypto,Completed,9.16,0
P00000418,U0002849,20200809,9.26,USD,Bank Transfer,Completed,0.0,0
P00002844,U0002849,20210221,107.9,GBP,Crypto,Completed,0.0,0
P00002511,U0002849,20220923,9.72,USD,Card,Completed,2.86,0
P00011839,U0002849,20250603,184.0,EUR,Card,Completed,0.0,0
P00000674,U0002850,20191125,18.82,USD,E-Wallet,Completed,0.0,1
P00016785,U0002850,20200517,18.63,EUR,E-Wallet,Completed,7.4,0
P00003482,U0002850,20200921,20.45,USD,Card,Completed,0.0,0
P00005985,U0002850,20221026,47.43,GBP,Crypto,Pending,23.11,0
P00007299,U0002850,20240305,27.08,USD,Crypto,Completed,13.18,0
P00016985,U0002850,20241207,108.34,EUR,E-Wallet,Completed,0.0,0
P00000621,U0002850,20250930,9.27,USD,Card,Completed,0.0,0
P00013954,U0002851,20191020,10.96,EUR,Crypto,Completed,1.84,1
P00011881,U0002851,20230305,21.4,GBP,Bank Transfer,Completed,9.6,0
P00006679,U0002851,20230503,94.83,USD,Bank Transfer,Completed,0.0,0
P00010680,U0002851,20241018,9.32,USD,Crypto,Completed,0.0,0
P00012394,U0002851,20250527,21.05,USD,Card,Completed,0.0,0
P00006666,U0002851,20250911,182.48,USD,Crypto,Completed,0.0,0
P00001206,U0002852,20200114,18.24,EUR,E-Wallet,Failed,0.0,1
P00017987,U0002852,20200728,9.29,GBP,E-Wallet,Completed,0.0,0
P00007795,U0002852,20220104,30.88,GBP,E-Wallet,Pending,0.0,0
P00009140,U0002852,20250605,53.22,GBP,Crypto,Completed,15.29,0
P00009877,U0002852,20250621,9.74,USD,Card,Pending,2.85,0
P00002021,U0002853,20190711,184.61,EUR,Bank Transfer,Failed,60.74,1
P00002626,U0002853,20210914,21.93,GBP,Card,Completed,0.0,0
P00003073,U0002853,20240610,9.92,USD,Crypto,Completed,0.0,0
P00012754,U0002853,20240728,10.13,EUR,Card,Completed,0.0,0
P00017253,U0002854,20190531,9.96,USD,Bank Transfer,Completed,2.19,1
P00011644,U0002854,20190718,100.85,EUR,Card,Completed,0.0,0
P00001499,U0002854,20191217,18.62,USD,Crypto,Completed,0.0,0
P00001100,U0002854,20210305,27.52,EUR,Card,Completed,0.0,0
P00001240,U0002854,20221016,9.6,EUR,Bank Transfer,Completed,0.0,0
P00008238,U0002854,20230731,21.34,USD,Crypto,Completed,0.0,0
P00000027,U0002854,20240820,18.11,USD,Card,Completed,0.0,0
P00006243,U0002855,20210321,54.96,GBP,Crypto,Completed,0.0,1
P00001888,U0002855,20230220,91.64,USD,E-Wallet,Completed,0.0,0
P00006498,U0002855,20240820,18.46,USD,Card,Completed,7.39,0
P00012895,U0002856,20230323,105.34,GBP,E-Wallet,Completed,34.07,1
P00010611,U0002857,20201124,99.26,USD,E-Wallet,Completed,23.72,1
P00011889,U0002857,20230902,20.47,GBP,Bank Transfer,Completed,0.0,0
P00003887,U0002857,20231202,18.5,GBP,Crypto,Completed,4.09,0
P00011408,U0002858,20190213,31.46,GBP,Crypto,Completed,0.0,1
P00005164,U0002858,20220219,32.93,USD,Card,Completed,0.0,0
P00009646,U0002858,20241115,102.11,USD,Bank Transfer,Failed,30.95,0
P00010595,U0002858,20250121,29.39,USD,Crypto,Completed,0.0,0
P00006869,U0002858,20250919,28.8,USD,Crypto,Completed,3.84,0
P00009693,U0002859,20220424,32.83,USD,E-Wallet,Completed,0.0,1
P00011380,U0002860,20210923,19.61,GBP,E-Wallet,Completed,8.67,1
P00001256,U0002860,20221027,9.57,EUR,E-Wallet,Completed,0.0,0
P00008654,U0002861,20190821,54.69,USD,Card,Completed,0.0,1
P00011909,U0002861,20200424,32.39,EUR,Card,Completed,0.0,0
P00016576,U0002861,20240222,9.47,USD,Card,Completed,0.0,0
P00004143,U0002862,20200106,21.58,USD,E-Wallet,Completed,0.0,1
P00011920,U0002862,20200130,49.58,USD,E-Wallet,Failed,0.0,0
P00001579,U0002862,20200715,21.65,GBP,E-Wallet,Completed,3.15,0
P00001740,U0002862,20201226,9.25,USD,Crypto,Completed,0.0,0
P00014366,U0002862,20220522,18.96,EUR,Crypto,Completed,0.0,0
P00014326,U0002862,20230202,10.3,USD,E-Wallet,Completed,0.0,0
P00009419,U0002862,20240610,10.72,USD,E-Wallet,Completed,4.41,0
P00001769,U0002863,20201228,10.17,EUR,Card,Completed,0.0,1
P00011777,U0002863,20211203,18.27,USD,Card,Completed,7.47,0
P00014716,U0002863,20240627,30.16,GBP,E-Wallet,Completed,3.88,0
P00007275,U0002864,20200115,19.55,GBP,Card,Completed,0.0,1
P00000382,U0002864,20200905,31.26,EUR,Crypto,Completed,0.0,0
P00002243,U0002864,20220922,30.21,GBP,E-Wallet,Failed,6.86,0
P00016130,U0002864,20251004,30.75,EUR,E-Wallet,Completed,0.0,0
P00002925,U0002864,20251217,9.41,GBP,Bank Transfer,Completed,0.0,0
P00002099,U0002865,20190621,21.48,GBP,Crypto,Completed,0.0,1
P00001945,U0002865,20200718,30.94,GBP,E-Wallet,Completed,0.0,0
P00010277,U0002865,20220926,95.09,USD,Card,Completed,0.0,0
P00009585,U0002866,20190216,102.7,GBP,Crypto,Completed,30.87,1
P00011993,U0002866,20190601,20.15,USD,Crypto,Completed,2.6,0
P00015841,U0002866,20250313,20.15,USD,E-Wallet,Completed,0.0,0
P00015922,U0002867,20220602,51.14,USD,Bank Transfer,Completed,9.91,1
P00009221,U0002867,20221203,19.12,USD,Bank Transfer,Completed,5.82,0
P00001874,U0002867,20221206,10.58,GBP,E-Wallet,Completed,1.92,0
P00004509,U0002867,20250211,94.92,GBP,Crypto,Failed,0.0,0
P00007418,U0002867,20250228,54.27,GBP,Bank Transfer,Completed,0.0,0
P00010355,U0002868,20191206,10.3,EUR,Card,Completed,0.0,1
P00016255,U0002868,20210419,94.06,USD,Card,Completed,0.0,0
P00010310,U0002868,20210924,10.06,EUR,Card,Completed,0.0,0
P00014342,U0002868,20220118,9.3,USD,E-Wallet,Completed,0.0,0
P00004854,U0002868,20220919,10.7,GBP,E-Wallet,Completed,5.07,0
P00014875,U0002868,20221221,217.27,GBP,Bank Transfer,Completed,0.0,0
P00004348,U0002868,20230930,9.13,EUR,Crypto,Completed,0.0,0
P00010115,U0002869,20190514,9.26,GBP,Crypto,Failed,0.0,1
P00011750,U0002869,20200929,28.26,EUR,Bank Transfer,Completed,0.0,0
P00017156,U0002869,20210813,9.68,USD,Crypto,Completed,3.04,0
P00001857,U0002869,20220927,21.62,GBP,E-Wallet,Completed,9.65,0
P00009672,U0002870,20190124,18.65,GBP,E-Wallet,Completed,5.42,1
P00012324,U0002870,20200216,48.14,GBP,Card,Completed,0.0,0
P00010540,U0002870,20220925,10.5,GBP,Bank Transfer,Completed,0.0,0
P00000411,U0002870,20230512,10.0,GBP,Bank Transfer,Completed,0.0,0
P00017775,U0002870,20230806,19.61,EUR,Crypto,Completed,0.0,0
P00012471,U0002870,20240527,47.11,EUR,E-Wallet,Failed,5.35,0
P00003286,U0002870,20240716,32.46,GBP,Crypto,Completed,0.0,0
P00017543,U0002870,20250318,209.23,EUR,Bank Transfer,Completed,0.0,0
P00015070,U0002870,20250329,10.87,USD,Bank Transfer,Completed,0.0,0
P00000589,U0002871,20190121,10.14,USD,Bank Transfer,Completed,0.0,1
P00001029,U0002871,20190121,21.26,GBP,Bank Transfer,Completed,0.0,0
P00012691,U0002871,20230713,101.38,GBP,E-Wallet,Completed,50.01,0
P00011101,U0002871,20240416,10.68,GBP,Card,Completed,0.0,0
P00001309,U0002871,20250501,100.62,EUR,Bank Transfer,Completed,40.25,0
P00000998,U0002872,20190129,9.27,USD,Card,Completed,3.93,1
P00012617,U0002872,20210527,31.99,GBP,Card,Completed,0.0,0
P00005597,U0002872,20230302,10.7,USD,Bank Transfer,Failed,0.0,0
P00006439,U0002873,20191104,21.43,GBP,Bank Transfer,Completed,2.54,1
P00006853,U0002873,20200324,94.94,USD,Bank Transfer,Pending,0.0,0
P00014104,U0002873,20200921,9.24,GBP,Crypto,Pending,2.41,0
P00013646,U0002873,20220205,48.23,GBP,E-Wallet,Completed,0.0,0
P00006265,U0002873,20240217,104.6,EUR,E-Wallet,Completed,0.0,0
P00001587,U0002873,20250112,52.37,EUR,Bank Transfer,Completed,22.14,0
P00005817,U0002874,20190227,49.55,EUR,Bank Transfer,Completed,11.99,1
P00013545,U0002874,20200512,9.1,EUR,Bank Transfer,Completed,0.0,0
P00007561,U0002874,20241017,9.09,GBP,Crypto,Completed,0.0,0
P00001019,U0002875,20230512,48.52,USD,E-Wallet,Pending,0.0,1
P00000531,U0002876,20190622,18.52,EUR,Bank Transfer,Completed,0.0,1
P00015020,U0002876,20200526,32.95,USD,Card,Completed,0.0,0
P00002901,U0002876,20201222,19.78,USD,Card,Completed,0.0,0
P00003130,U0002876,20210511,107.4,USD,Card,Completed,0.0,0
P00016865,U0002876,20211105,9.73,EUR,Bank Transfer,Completed,0.0,0
P00017810,U0002876,20220805,47.49,EUR,Card,Completed,0.0,0
P00006619,U0002876,20221009,48.54,USD,Bank Transfer,Completed,0.0,0
P00004106,U0002876,20250912,10.93,GBP,Card,Pending,0.0,0
P00006248,U0002877,20220411,99.17,GBP,Card,Completed,28.82,1
P00017259,U0002877,20250523,10.52,USD,Bank Transfer,Completed,0.0,0
P00015183,U0002878,20200216,19.39,EUR,E-Wallet,Completed,0.0,1
P00007015,U0002878,20240708,21.76,GBP,Crypto,Completed,0.0,0
P00017501,U0002878,20250425,28.6,EUR,E-Wallet,Completed,0.0,0
P00013616,U0002878,20251208,29.97,USD,Crypto,Completed,0.0,0
P00012981,U0002879,20210212,19.59,EUR,E-Wallet,Completed,0.0,1
P00005925,U0002879,20211114,54.88,GBP,Crypto,Completed,0.0,0
P00006981,U0002879,20230318,193.87,GBP,Crypto,Completed,0.0,0
P00011792,U0002879,20241114,10.2,GBP,Card,Completed,1.1,0
P00001201,U0002879,20250226,51.27,USD,Bank Transfer,Completed,19.31,0
P00009653,U0002879,20250304,30.34,GBP,Bank Transfer,Failed,0.0,0
P00009234,U0002880,20201210,97.34,GBP,Bank Transfer,Completed,0.0,1
P00014151,U0002880,20211218,9.36,EUR,E-Wallet,Completed,0.0,0
P00010985,U0002880,20240521,29.91,EUR,Card,Completed,0.0,0
P00017097,U0002880,20240814,10.08,USD,Bank Transfer,Completed,1.58,0
P00000057,U0002880,20251014,9.54,USD,Bank Transfer,Completed,0.0,0
P00011637,U0002881,20201012,9.55,USD,Crypto,Completed,4.42,1
P00006124,U0002881,20210111,10.15,GBP,Card,Completed,0.0,0
P00005493,U0002881,20210316,19.4,USD,Card,Completed,0.0,0
P00010011,U0002881,20230623,45.13,EUR,Bank Transfer,Completed,0.0,0
P00003291,U0002881,20241006,47.78,USD,Card,Completed,0.0,0
P00015961,U0002881,20251106,31.04,GBP,Crypto,Completed,0.0,0
P00008806,U0002882,20200523,21.02,GBP,Bank Transfer,Completed,0.0,1
P00011056,U0002882,20201223,19.75,GBP,Card,Completed,0.0,0
P00006443,U0002882,20210922,21.9,EUR,Card,Completed,0.0,0
P00014979,U0002882,20221226,21.06,GBP,Card,Completed,0.0,0
P00015838,U0002882,20250512,50.99,EUR,E-Wallet,Completed,0.0,0
P00014914,U0002883,20200604,53.31,GBP,Bank Transfer,Completed,0.0,1
P00013906,U0002884,20190202,30.66,GBP,Card,Completed,0.0,1
P00003558,U0002884,20200108,28.88,EUR,Card,Completed,12.96,0
P00013528,U0002884,20210518,9.1,GBP,Crypto,Completed,0.0,0
P00005636,U0002884,20210625,52.98,USD,Bank Transfer,Completed,11.54,0
P00009581,U0002884,20240401,28.42,GBP,Card,Completed,12.14,0
P00010149,U0002884,20240531,48.08,USD,Bank Transfer,Completed,17.75,0
P00015851,U0002884,20250826,10.39,USD,Crypto,Completed,4.01,0
P00001348,U0002884,20251224,54.19,GBP,E-Wallet,Completed,16.28,0
P00002772,U0002885,20200205,10.49,EUR,E-Wallet,Completed,0.0,1
P00010458,U0002885,20210506,45.55,EUR,E-Wallet,Failed,0.0,0
P00004707,U0002885,20211017,20.08,EUR,Bank Transfer,Completed,2.73,0
P00004905,U0002885,20220315,100.39,EUR,E-Wallet,Completed,0.0,0
P00002678,U0002885,20230911,48.1,USD,Bank Transfer,Completed,12.26,0
P00004225,U0002885,20240510,109.64,USD,E-Wallet,Completed,0.0,0
P00015113,U0002886,20190608,18.45,EUR,Crypto,Completed,0.0,1
P00013937,U0002886,20190720,20.51,USD,E-Wallet,Completed,0.0,0
P00015685,U0002886,20200507,19.37,GBP,Crypto,Completed,0.0,0
P00016003,U0002886,20210106,46.77,GBP,E-Wallet,Completed,0.0,0
P00010934,U0002886,20211212,31.17,USD,Crypto,Completed,0.0,0
P00001828,U0002886,20221001,9.9,USD,Bank Transfer,Failed,0.0,0
P00011564,U0002886,20231230,29.19,USD,Crypto,Completed,10.87,0
P00001178,U0002886,20240212,10.08,EUR,Bank Transfer,Failed,0.0,0
P00012480,U0002887,20190527,104.51,GBP,Crypto,Completed,36.8,1
P00010746,U0002887,20190917,10.49,GBP,Bank Transfer,Completed,5.21,0
P00015549,U0002887,20201023,49.04,GBP,E-Wallet,Completed,8.86,0
P00013006,U0002887,20221130,9.41,USD,Crypto,Completed,0.0,0
P00006768,U0002887,20230323,18.95,USD,E-Wallet,Failed,5.87,0
P00011044,U0002888,20210407,9.35,EUR,Card,Completed,1.65,1
P00008723,U0002888,20240531,53.33,GBP,Bank Transfer,Completed,0.0,0
P00009805,U0002888,20240908,200.96,EUR,Crypto,Completed,0.0,0
P00009864,U0002889,20190321,20.62,EUR,E-Wallet,Completed,0.0,1
P00014690,U0002889,20200617,9.41,GBP,E-Wallet,Pending,0.0,0
P00016165,U0002889,20201212,31.93,EUR,Bank Transfer,Completed,0.0,0
P00000064,U0002889,20210812,10.09,EUR,Crypto,Completed,0.0,0
P00008843,U0002889,20250327,20.94,GBP,Crypto,Completed,7.64,0
P00002917,U0002890,20210123,9.44,EUR,Crypto,Completed,3.48,1
P00011518,U0002890,20221102,9.05,USD,Card,Completed,3.58,0
P00013373,U0002890,20240418,212.23,USD,E-Wallet,Completed,39.04,0
P00004014,U0002890,20240821,19.52,GBP,E-Wallet,Completed,0.0,0
P00004006,U0002890,20250620,31.06,EUR,E-Wallet,Completed,4.0,0
P00011063,U0002890,20251026,9.43,EUR,Crypto,Completed,0.0,0
P00001303,U0002891,20221115,19.1,GBP,Card,Completed,0.0,1
P00011445,U0002891,20231113,30.11,USD,Bank Transfer,Failed,14.73,0
P00006467,U0002891,20231126,9.37,EUR,Crypto,Completed,4.37,0
P00006533,U0002892,20190530,10.58,USD,Card,Completed,0.0,1
P00017587,U0002892,20190829,186.86,EUR,Bank Transfer,Completed,0.0,0
P00001515,U0002892,20210616,19.96,USD,Bank Transfer,Pending,3.39,0
P00007736,U0002892,20220731,104.29,GBP,Bank Transfer,Completed,33.69,0
P00002721,U0002892,20240927,50.61,EUR,Card,Completed,0.0,0
P00010067,U0002893,20190102,9.8,USD,Card,Completed,1.68,1
P00012395,U0002893,20190421,19.14,GBP,E-Wallet,Pending,0.0,0
